id,original_language,original_title,overview,release_date,vote_average,director,genres,keywords,final,clean
10193,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",2010-06-16,7.6,Lee Unkrich,Animation Family Comedy,hostage college toy barbie animation escape day care teddy bear duringcreditsstinger toy comes to life personification inanimate objects coming to life toy story,hostage college toy barbie animation escape day care teddy bear duringcreditsstinger toy comes to life personification inanimate objects coming to life toy story Animation Family Comedy Lee Unkrich,  hostag colleg toy barbi anim escap day care teddi bear duringcreditssting toy come to life personif inanim object come to life toy stori anim famili comedi lee unkrich
534,en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",2009-05-20,5.9,McG,Action Science Fiction Thriller,saving the world artificial intelligence prophecy san francisco cyborg killer robot gas station post-apocalyptic dystopia army firearm wartime los angeles,saving the world artificial intelligence prophecy san francisco cyborg killer robot gas station post-apocalyptic dystopia army firearm wartime los angeles Action Science Fiction Thriller McG,  save the world artifici intellig propheci san francisco cyborg killer robot gas station dystopia armi firearm wartim los angel action scienc fiction thriller mcg
168259,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015-04-01,7.3,James Wan,Action,car race speed revenge suspense car race muscle car,car race speed revenge suspense car race muscle car Action James Wan,  car race speed reveng suspens car race muscl car action jame wan
72190,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2013-06-20,6.7,Marc Forster,Action Drama Horror Science Fiction Thriller,dystopia apocalypse zombie nuclear weapons multiple perspectives zombie apocalypse,dystopia apocalypse zombie nuclear weapons multiple perspectives zombie apocalypse Action Drama Horror Science Fiction Thriller Marc Forster,  dystopia apocalyps zombi nuclear weapon multipl perspect zombi apocalyps action drama horror scienc fiction thriller marc forster
127585,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,2014-05-15,7.5,Bryan Singer,Action Adventure Fantasy Science Fiction,1970s mutant time travel marvel comic based on comic book superhuman storm beast aftercreditsstinger changing the past or future,1970s mutant time travel marvel comic based on comic book superhuman storm beast aftercreditsstinger changing the past or future Action Adventure Fantasy Science Fiction Bryan Singer,  mutant time travel marvel comic base on comic book superhuman storm beast aftercreditssting chang the past or futur action adventur fantasi scienc fiction bryan singer
54138,en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",2013-05-05,7.4,J.J. Abrams,Action Adventure Science Fiction,spacecraft friendship sequel futuristic space alien imax space opera terrorist bombing 3d,spacecraft friendship sequel futuristic space alien imax space opera terrorist bombing 3d Action Adventure Science Fiction J.J. Abrams,  spacecraft friendship sequel futurist space alien imax space opera terrorist bomb action adventur scienc fiction abram
81005,en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",2013-02-27,5.5,Bryan Singer,Action Family Fantasy,based on fairy tale giant,based on fairy tale giant Action Family Fantasy Bryan Singer,  base on fairi tale giant action famili fantasi bryan singer
64682,en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",2013-05-10,7.3,Baz Luhrmann,Drama Romance,based on novel infidelity obsession hope 3d,based on novel infidelity obsession hope 3d Drama Romance Baz Luhrmann,  base on novel infidel obsess hope drama romanc baz luhrmann
9543,en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",2010-05-19,6.2,Mike Newell,Adventure Fantasy Action Romance,persia sandstorm brother against brother armageddon regent based on video game,persia sandstorm brother against brother armageddon regent based on video game Adventure Fantasy Action Romance Mike Newell,  persia sandstorm brother against brother armageddon regent base on video game adventur fantasi action romanc mike newel
68726,en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",2013-07-11,6.7,Guillermo del Toro,Action Science Fiction Adventure,dystopia giant robot giant monster apocalypse imax duringcreditsstinger 3d,dystopia giant robot giant monster apocalypse imax duringcreditsstinger 3d Action Science Fiction Adventure Guillermo del Toro,  dystopia giant robot giant monster apocalyps imax duringcreditssting action scienc fiction adventur guillermo del toro
